GC_Content,ORF_Length,Fickett_Score,Hexamer_Score,MFE,Sequence_Length,Label,ID,Predicted_Label,Predicted_Probability
0.347359736,2.01,1.26110464,-258.0,0.000413102,1212,-1,rna-XM_027332287.1,1,1.0
0.384386617,0.86,1.185110485,-345.6,0.000395817,1345,-1,MSTRG.7615.1,1,1.0
0.388423458,3.36,1.190928806,-274.1,0.000386787,1313,-1,rna-XM_004493500.3,1,1.0
0.399057345,3.3,1.333516988,-273.8,0.000361431,1273,-1,rna-XM_012713804.2,1,1.0
0.382823872,4.0,1.578624069,-311.6,0.00038991,1374,-1,rna-XM_004493504.3,1,1.0
0.372155288,4.0,1.470021916,-336.9,0.000402015,1494,-1,MSTRG.7619.1,1,1.0
0.362662586,2.31,1.346135681,-330.8,0.000409328,1307,-1,MSTRG.7621.1,1,1.0
0.373109244,2.31,1.366561333,-311.4,0.000402474,1190,-1,rna-XM_004493507.3,1,1.0
0.412765957,1.61,1.472986645,-251.1,0.00040044,940,-1,MSTRG.7622.1,1,1.0
0.411062907,1.61,1.504456494,-245.2,0.00040458,922,-1,rna-XM_004493508.3,1,1.0
0.432334242,2.99,1.433540289,-289.3,0.000362976,1101,-1,MSTRG.7623.4,1,1.0
0.371894961,1.39,1.208111573,-335.0,0.000424607,1409,-1,MSTRG.7625.1,1,1.0
0.355777224,1.39,1.192788462,-285.9,0.000454276,1203,-1,rna-XM_004493511.3,1,1.0
0.388704319,0.53,1.360021675,-126.1,0.000363246,602,-1,MSTRG.7626.2,1,1.0
0.400282885,3.38,1.6308503,-374.8,0.000374999,1414,-1,rna-XM_004493512.3,1,1.0
0.399315068,3.38,1.620437139,-386.7,0.000380616,1460,-1,MSTRG.7627.2,1,1.0
0.436688312,0.51,1.54410461,-170.9,0.000378716,616,-1,MSTRG.7627.3,1,1.0
0.330399458,3.38,1.375271055,-305.6,0.000459005,1477,-1,MSTRG.7627.4,1,1.0
0.331005587,3.37,1.409089896,-295.7,0.000457104,1432,-1,rna-XM_004493514.3,1,1.0
0.331245651,3.38,1.399200607,-295.4,0.000456048,1437,-1,rna-XM_004493513.3,1,1.0
0.330338632,2.25,1.324971401,-302.9,0.000465351,1447,-1,MSTRG.7628.2,1,1.0
0.323890463,1.91,1.292590607,-207.12,0.000494394,1059,-1,MSTRG.7629.1,1,1.0
0.326226013,1.91,1.266492223,-181.92,0.000501772,938,-1,rna-XM_004493517.3,1,1.0
0.375562219,3.23,1.931683235,-310.4,0.000396948,1334,-1,MSTRG.7631.1,1,1.0
0.374351371,2.29,1.620957393,-318.1,0.000400453,1349,-1,MSTRG.7631.2,1,1.0
0.390225564,3.19,1.334307326,-344.1,0.000379284,1330,-1,rna-XM_004493520.3,1,1.0
0.392011834,3.19,1.35222026,-350.9,0.000377722,1352,-1,rna-XM_004493519.3,1,1.0
0.384925976,2.73,1.245245467,-379.0,0.000382067,1486,-1,MSTRG.7632.3,1,1.0
0.397022333,2.05,1.217409368,-311.1,0.000362426,1209,-1,MSTRG.7632.4,1,1.0
0.382187938,2.73,1.279365954,-363.6,0.000385271,1426,-1,MSTRG.7632.6,1,1.0
0.388172858,3.18,1.343042027,-328.7,0.000382427,1319,-1,rna-XM_027332239.1,1,1.0
0.38586515,2.73,1.266236548,-320.7,0.000387772,1231,-1,rna-XM_004493522.3,1,1.0
0.346534653,0.19,1.230228264,-152.5,0.000431012,707,-1,MSTRG.7633.1,1,1.0
0.433476395,2.93,1.467194585,-375.9,0.00037359,1398,-1,rna-XM_004493523.3,1,1.0
0.451282051,2.6,1.575874126,-210.4,0.000330655,780,-1,rna-XM_004493524.3,1,1.0
0.374107143,1.75,1.557235811,-305.0,0.000417339,1120,-1,MSTRG.7636.1,1,1.0
0.443959243,1.53,1.995492203,-209.0,0.000355715,687,-1,rna-NM_001279130.2,1,1.0
0.209401709,0.12,1.178137482,-74.2,0.000590616,468,-1,MSTRG.7638.1,1,1.0
0.602739726,0.19,1.363095238,-31.5,0.000195701,73,-1,rna-TRNAA-UGC-5,1,1.0
0.357028754,1.39,1.290106034,-281.6,0.000425268,1252,-1,MSTRG.7640.1,1,1.0
0.383673469,1.39,1.322477685,-218.0,0.000392018,980,-1,rna-XM_004493529.3,1,1.0
0.324662813,0.53,1.36553164,-235.2,0.000454483,1038,-1,MSTRG.7642.2,1,1.0
0.425457103,3.66,1.385999301,-391.4,0.000334988,1422,-1,rna-XM_004493532.3,1,1.0
0.400134953,4.09,1.402394483,-380.8,0.000360263,1482,-1,MSTRG.7643.1,1,1.0
0.388940956,2.94,1.569618983,-266.0,0.00036752,1067,-1,MSTRG.7644.1,1,1.0
0.395510836,2.72,1.308777495,-315.5,0.000418427,1292,-1,rna-XM_004493536.3,1,1.0
0.394618834,2.72,1.198428185,-327.1,0.000417867,1338,-1,rna-XM_012713802.2,1,1.0
0.396150762,2.57,1.287081652,-310.5,0.00041977,1247,-1,rna-XM_012713803.2,1,1.0
0.393960192,2.72,1.246701224,-361.9,0.000416759,1457,-1,MSTRG.7646.1,1,1.0
0.391158741,1.44,1.252087355,-369.7,0.000419361,1493,-1,MSTRG.7646.2,1,1.0
0.394849785,2.57,1.208247441,-345.9,0.000417513,1398,-1,MSTRG.7646.3,1,1.0
0.39239647,1.15,1.22572876,-366.3,0.000417659,1473,-1,MSTRG.7646.4,1,1.0
0.312320917,0.46,1.431547619,-59.3,0.000429527,349,-1,MSTRG.7647.1,1,1.0
0.372093023,0.2,2.75,-18.6,0.000332128,86,-1,rna-XR_003472123.1,1,1.0
0.339651251,3.89,1.315842705,-265.5,0.000466339,1319,-1,rna-XM_027333104.1,1,1.0
0.346764347,2.51,1.990471133,-156.7,0.000437528,819,-1,rna-XM_027332911.1,1,1.0
0.378627035,1.91,1.228829907,-309.1,0.000434986,1413,-1,MSTRG.7651.2,1,1.0
0.38,2.12,1.175021872,-306.6,0.000436858,1400,-1,MSTRG.7651.3,1,1.0
0.389660494,2.91,1.244553903,-284.0,0.000430217,1296,-1,rna-XM_004493541.3,1,1.0
0.383012821,2.73,1.351299927,-304.4,0.000428361,1248,-1,rna-XM_004493543.2,1,1.0
0.389166073,2.73,1.307274603,-358.4,0.000419206,1403,-1,MSTRG.7653.3,1,1.0
0.337371855,1.87,1.210543709,-229.6,0.000451971,1073,-1,MSTRG.7654.1,1,1.0
0.340253749,1.87,1.268641481,-187.9,0.000459515,867,-1,rna-XM_027332355.1,1,1.0
0.585365854,0.13,1.792857143,-31.9,0.000191627,82,-1,rna-TRNAS-GCU-4,1,1.0
0.356115108,0.19,1.356092251,-55.2,0.000427921,278,-1,MSTRG.7655.1,1,1.0
0.40957827,2.93,1.445902913,-339.1,0.000367582,1399,-1,MSTRG.7657.1,1,1.0
0.416896235,2.63,1.272709748,-258.6,0.000364517,1089,-1,rna-XM_012713806.2,1,1.0
0.414473684,2.37,1.226125479,-253.2,0.000367023,1064,-1,rna-XM_012713807.2,1,1.0
0.43546971,2.93,1.485739053,-281.7,0.000345285,1139,-1,rna-XM_004493547.3,1,1.0
0.436253252,2.45,1.264596075,-288.6,0.000344125,1153,-1,rna-XM_004493548.3,1,1.0
0.419380461,2.06,1.215444632,-305.1,0.000361271,1259,-1,MSTRG.7657.2,1,1.0
0.421134421,2.36,1.278039958,-319.0,0.000358494,1287,-1,MSTRG.7657.3,1,1.0
0.324894515,0.31,1.349431818,-43.9,0.000406762,237,-1,MSTRG.7658.1,1,1.0
0.38996139,0.24,1.144859307,-37.8,0.000389165,259,-1,MSTRG.7660.1,1,1.0
0.405750799,0.56,1.140141548,-119.7,0.000386943,626,-1,rna-XR_001143553.2,1,1.0
0.345177665,1.28,1.179299039,-248.5,0.000444949,1182,-1,MSTRG.7662.6,1,1.0
0.368735084,1.28,1.244463213,-181.1,0.000440833,838,-1,rna-XM_004493558.3,1,1.0
0.391729323,1.28,1.20288815,-306.8,0.000410035,1330,-1,MSTRG.7662.7,1,1.0
0.389489954,1.28,1.226406308,-295.2,0.000412354,1294,-1,MSTRG.7662.8,1,1.0
0.358858859,1.81,2.103422619,-156.2,0.000449304,666,-1,rna-XM_004493559.3,1,1.0
0.368141593,1.35,1.194738868,-216.9,0.00043234,1130,-1,MSTRG.7664.1,1,1.0
0.376362112,2.6,1.3268735,-230.7,0.000421718,1193,-1,MSTRG.7664.2,1,1.0
0.378597122,2.6,1.401172067,-213.2,0.000421817,1112,-1,rna-XM_004493561.3,1,1.0
0.35534318,0.54,1.43068847,-259.7,0.000398454,1151,-1,MSTRG.7667.1,1,1.0
0.394904459,1.91,1.560636199,-186.1,0.00037269,785,-1,rna-XM_004493567.3,1,1.0
0.302807487,2.18,1.411354869,-328.4,0.000455386,1496,-1,rna-XM_004493568.3,1,1.0
0.381596752,1.44,1.433020361,-174.1,0.000409185,739,-1,MSTRG.7670.1,1,1.0
0.394117647,1.44,1.51525308,-163.5,0.000403829,680,-1,rna-XM_004493570.2,1,1.0
0.404222048,3.22,1.3412996,-331.8,0.000390187,1279,-1,MSTRG.7674.3,1,1.0
0.35704607,0.55,1.149531127,-314.6,0.000391836,1476,-1,MSTRG.7675.1,1,1.0
0.56097561,0.1,1.68452381,-28.4,0.000215865,82,-1,rna-TRNAS-UGA,1,1.0
0.383011583,2.15,1.268883959,-301.3,0.000419286,1295,-1,rna-XM_004493578.3,1,1.0
0.359360301,1.46,1.305357143,-267.4,0.000432277,1063,-1,rna-XM_027332802.1,1,1.0
0.310724106,0.38,1.370985633,-181.7,0.000459035,1091,-1,MSTRG.7681.1,1,1.0
0.337645537,0.58,1.24868854,-153.2,0.000439485,773,-1,MSTRG.7682.1,1,1.0
0.34021544,1.67,1.445307994,-245.5,0.000397312,1114,-1,MSTRG.7685.1,1,1.0
0.381959911,1.34,1.334021164,-228.2,0.00035279,898,-1,rna-XM_012713844.2,1,1.0
0.360349127,1.67,1.680126582,-183.9,0.000372368,802,-1,rna-XM_004493586.3,1,1.0
0.397647059,1.34,1.354951894,-220.1,0.000340563,850,-1,MSTRG.7685.2,1,1.0
0.38986014,0.94,1.477912499,-132.6,0.000382861,572,-1,rna-XM_012713845.2,1,1.0
0.389372822,0.94,1.167522082,-286.4,0.000379549,1148,-1,MSTRG.7687.1,1,1.0
0.378346915,0.94,1.333527911,-208.9,0.00037993,859,-1,MSTRG.7687.2,1,1.0
0.390034364,0.94,1.469969255,-134.6,0.00038297,582,-1,rna-XM_004493589.3,1,1.0
0.379923761,0.94,1.344720267,-193.3,0.000381605,787,-1,MSTRG.7687.4,1,1.0
0.480373832,0.56,1.731267901,-303.7,0.000293894,1070,-1,MSTRG.7688.1,1,1.0
0.487487487,2.56,1.833195143,-308.6,0.000299758,999,-1,rna-XM_004493590.3,1,1.0
0.39651708,0.56,1.507800494,-365.9,0.000370615,1493,-1,MSTRG.7689.1,1,1.0
0.47434555,2.56,1.698651517,-281.38,0.000293161,955,-1,rna-XR_003472012.1,1,1.0
0.413636364,0.15,1.248977273,-40.8,0.00027335,220,-1,MSTRG.7691.1,1,1.0
0.334565619,0.47,1.061407115,-199.7,0.000407373,1082,-1,rna-XR_003471952.1,1,1.0
0.405172414,0.33,1.273674242,-45.1,0.000315157,232,-1,MSTRG.7691.2,1,1.0
0.342057762,1.81,1.244084444,-231.2,0.000432241,1108,-1,MSTRG.7695.1,1,1.0
0.379746835,1.62,1.184046425,-272.5,0.000378597,1106,-1,rna-XM_004493597.3,1,1.0
0.371369295,1.15,1.315505173,-240.6,0.000406328,964,-1,MSTRG.7698.1,1,1.0
0.391634981,1.15,1.433009714,-209.0,0.000383925,789,-1,rna-XM_004493599.3,1,1.0
0.384,0.6,1.486620433,-137.1,0.000412239,625,-1,MSTRG.7699.1,1,1.0
0.404942966,0.6,1.541271887,-122.2,0.000382435,526,-1,rna-XM_004493600.3,1,1.0
0.349415205,0.5,1.321956946,-150.0,0.000424508,684,-1,MSTRG.7701.1,1,1.0
0.355231144,1.37,1.639910131,-87.5,0.000405216,411,-1,rna-XM_004493661.1,1,1.0
0.405982906,0.77,1.420835793,-112.9,0.000395521,468,-1,MSTRG.7703.3,1,1.0
0.364173228,1.84,1.23722379,-232.4,0.000422747,1016,-1,MSTRG.7705.1,1,1.0
0.373247033,1.76,1.213723013,-211.9,0.000420305,927,-1,MSTRG.7705.2,1,1.0
0.376391982,1.84,1.239944525,-209.7,0.000420314,898,-1,rna-XM_004493605.3,1,1.0
0.373714286,1.76,1.211535252,-200.1,0.000423649,875,-1,rna-XM_004493606.3,1,1.0
0.357929515,0.8,1.46831578,-209.4,0.000408982,908,-1,MSTRG.7706.4,1,1.0
0.347667638,0.38,1.651457912,-299.64,0.000475063,1372,-1,MSTRG.7707.1,1,1.0
0.344722855,2.85,1.702429823,-289.1,0.000496971,1317,-1,rna-XM_012713831.2,1,1.0
0.392395983,3.58,1.555297038,-305.5,0.000405236,1394,-1,MSTRG.7708.1,1,1.0
0.400300978,3.58,1.615280849,-298.5,0.0004046,1329,-1,rna-XM_004493610.3,1,1.0
0.366168478,3.16,1.492027925,-338.8,0.000448494,1472,-1,MSTRG.7709.1,1,1.0
0.379607843,3.16,1.542049493,-297.0,0.000439551,1275,-1,rna-XM_012713814.2,1,1.0
0.35375817,2.19,1.288446245,-280.6,0.000451398,1224,-1,MSTRG.7710.1,1,1.0
0.360742706,2.19,1.306224996,-263.9,0.000447581,1131,-1,rna-XM_004493611.3,1,1.0
0.352088662,2.28,1.29834932,-276.5,0.000440615,1173,-1,rna-XM_027332969.1,1,1.0
0.323,0.63,1.165388634,-231.6,0.000451003,1000,-1,rna-XR_189577.3,1,1.0
0.387804878,0.56,1.181003119,-106.8,0.000403074,410,-1,MSTRG.7711.1,1,1.0
0.419548872,1.39,1.571183775,-173.0,0.000367026,665,-1,MSTRG.7712.3,1,1.0
0.466981132,3.8,1.452568211,-444.8,0.000335015,1484,-1,rna-XM_004493613.3,1,1.0
0.380785414,3.89,1.424996493,-343.1,0.00040714,1426,-1,MSTRG.7714.5,1,1.0
0.379583034,2.78,1.240548787,-320.1,0.000405095,1391,-1,MSTRG.7716.1,1,1.0
0.394057858,2.78,1.287860132,-303.0,0.000396181,1279,-1,rna-XM_004493616.3,1,1.0
0.405,2.24,1.420946593,-335.2,0.000372704,1200,-1,MSTRG.7718.9,1,1.0
0.418181818,2.24,1.444581281,-366.0,0.000363657,1320,-1,rna-XM_027332485.1,1,1.0
0.418565401,2.24,1.400417062,-335.9,0.000359754,1185,-1,rna-XM_012713840.2,1,1.0
0.390154298,2.24,1.485029656,-366.1,0.000386855,1361,-1,rna-XM_027332486.1,1,1.0
0.426110607,2.24,1.477737192,-316.2,0.000357664,1103,-1,rna-XM_027332487.1,1,1.0
0.435438266,2.09,1.383942758,-314.8,0.000352076,1061,-1,rna-XM_004493626.3,1,1.0
0.416256158,0.55,2.020642954,-93.1,0.000345287,406,-1,MSTRG.7720.1,1,1.0
0.457711443,0.24,1.267306369,-104.0,0.000339862,402,-1,MSTRG.7721.1,1,1.0
0.456359102,0.24,1.289925417,-102.8,0.000340105,401,-1,MSTRG.7721.2,1,1.0
0.346007605,1.71,1.153825911,-221.2,0.000405535,1052,-1,MSTRG.7722.1,1,1.0
0.378733572,1.71,1.205577317,-181.0,0.000386553,837,-1,rna-XM_004493627.3,1,1.0
0.386962552,1.51,1.139920658,-168.8,0.000382317,721,-1,rna-XM_027333025.1,1,1.0
0.3252149,0.69,1.173446884,-148.8,0.000432272,698,-1,rna-XR_001143549.2,1,1.0
0.331738437,0.51,1.285143098,-141.3,0.000463594,627,-1,MSTRG.7724.2,1,1.0
0.382284382,0.65,1.333649047,-92.5,0.000386585,429,-1,MSTRG.7724.1,1,1.0
0.346294046,0.65,1.269095834,-194.0,0.000443735,823,-1,MSTRG.7724.3,1,1.0
0.348648649,0.67,1.284362446,-186.2,0.000434591,740,-1,MSTRG.7724.4,1,1.0
0.348958333,0.65,1.233352708,-187.5,0.000438474,768,-1,MSTRG.7724.5,1,1.0
0.384836852,3.29,1.536759862,-247.5,0.000395844,1042,-1,MSTRG.7725.1,1,1.0
0.413705584,2.42,1.240692222,-220.67,0.000379243,1182,-1,rna-XM_004493630.3,1,1.0
0.42481203,0.62,1.256280465,-281.6,0.000392061,1064,-1,MSTRG.7726.1,1,1.0
0.355045872,1.75,1.352782468,-232.3,0.000414109,1090,-1,MSTRG.7731.1,1,1.0
0.376331361,1.75,1.437557283,-183.7,0.000395827,845,-1,rna-XM_004493635.3,1,1.0
0.370103093,1.75,1.399604334,-213.4,0.000401521,970,-1,MSTRG.7731.2,1,1.0
0.337724551,1.57,1.526198174,-128.7,0.000418794,835,-1,MSTRG.7732.1,1,1.0
0.348422497,1.57,1.580497183,-111.2,0.000400176,729,-1,rna-XM_004493636.3,1,1.0
0.370267775,2.41,1.337723815,-237.3,0.000402041,1083,-1,MSTRG.7740.1,1,1.0
0.364125561,2.41,1.335372175,-242.3,0.000406705,1115,-1,rna-XM_004493665.3,1,1.0
0.34026465,1.6,1.434998347,-245.5,0.000435775,1058,-1,MSTRG.7741.11,1,1.0
0.353767561,1.6,1.485637125,-182.8,0.000424367,783,-1,rna-XM_012713931.2,1,1.0
0.23151751,0.33,1.534837053,-76.3,0.000519662,514,-1,MSTRG.7742.1,1,1.0
0.301925722,2.12,1.200007454,-316.3,0.00046865,1454,-1,rna-XM_027332534.1,1,1.0
0.274537696,0.2,1.077371413,-120.4,0.000484738,703,-1,MSTRG.7743.2,1,1.0
0.290362954,0.28,1.222301574,-138.3,0.000473587,799,-1,MSTRG.7743.3,1,1.0
0.385550304,0.76,1.254377289,-354.7,0.000382886,1481,-1,MSTRG.7747.1,1,1.0
0.389016018,0.78,1.268532413,-312.2,0.000386825,1311,-1,MSTRG.7747.2,1,1.0
0.406294707,0.76,1.358895962,-177.0,0.000384252,699,-1,MSTRG.7747.4,1,1.0
0.395633188,0.76,1.29271896,-266.5,0.000386588,1145,-1,MSTRG.7747.3,1,1.0
0.402813299,0.76,1.445892935,-191.2,0.000372727,782,-1,MSTRG.7747.5,1,1.0
0.400189215,0.74,1.369983931,-247.74,0.000389487,1057,-1,MSTRG.7747.6,1,1.0
0.401480111,0.74,1.387175325,-251.4,0.000382293,1081,-1,MSTRG.7747.7,1,1.0
0.398100173,0.71,1.305636918,-268.6,0.000386746,1158,-1,MSTRG.7747.8,1,1.0
0.371541502,0.78,1.286383295,-302.7,0.000419658,1265,-1,MSTRG.7747.9,1,1.0
0.376655629,0.44,1.214384456,-283.2,0.000405238,1208,-1,MSTRG.7747.10,1,1.0
0.344827586,2.56,1.287927282,-263.1,0.000436148,1276,-1,MSTRG.7748.1,1,1.0
0.349260523,1.62,1.134819095,-194.3,0.000441786,879,-1,MSTRG.7748.2,1,1.0
0.347188264,2.56,1.276181269,-251.7,0.000434761,1227,-1,rna-XM_004493674.3,1,1.0
0.346153846,2.56,1.203330848,-267.1,0.00043954,1274,-1,rna-XM_012713913.2,1,1.0
0.392633229,1.83,1.172452195,-312.72,0.000384161,1276,-1,MSTRG.7749.1,1,1.0
0.401557286,1.83,1.299703105,-242.9,0.000382602,899,-1,rna-XM_004493675.3,1,1.0
0.319938176,0.38,1.321671456,-297.0,0.000457972,1294,-1,rna-XR_003471871.1,1,1.0
0.341046278,0.32,1.462198051,-235.6,0.000437235,994,-1,rna-XR_003471872.1,1,1.0
0.393406593,0.28,1.568967955,-110.1,0.000424653,455,-1,MSTRG.7753.2,1,1.0
0.412790698,0.28,1.323347193,-80.5,0.000411938,344,-1,MSTRG.7753.3,1,1.0
0.350318471,0.19,1.232189542,-54.4,0.000424,314,-1,MSTRG.7755.1,1,1.0
0.339393939,1.93,1.285452501,-255.1,0.000436754,1155,-1,MSTRG.7756.1,1,1.0
0.346041056,1.93,1.299250683,-230.0,0.000431275,1023,-1,rna-XM_004493681.3,1,1.0
0.374422188,2.47,1.319694123,-333.9,0.000405734,1298,-1,MSTRG.7757.1,1,1.0
0.376929326,2.47,1.320761963,-323.2,0.000405006,1231,-1,rna-XM_004493682.3,1,1.0
0.389450867,3.06,1.3217278,-344.2,0.000383329,1384,-1,MSTRG.7758.1,1,1.0
0.387591241,3.05,1.329639902,-341.7,0.000382614,1370,-1,MSTRG.7758.2,1,1.0
0.395167576,3.05,1.373730366,-328.4,0.00037949,1283,-1,rna-XM_004493684.3,1,1.0
0.39107413,3.06,1.375925683,-336.3,0.000381612,1322,-1,rna-XM_004493683.3,1,1.0
0.389044944,2.47,1.347711613,-362.8,0.000384834,1424,-1,rna-XR_003471754.1,1,1.0
0.387925052,3.1,1.332330802,-353.6,0.000380766,1441,-1,MSTRG.7758.3,1,1.0
0.406466513,0.69,1.384198924,-324.5,0.000364625,1299,-1,MSTRG.7760.1,1,1.0
0.414556962,1.39,1.40609858,-162.4,0.000373888,632,-1,rna-XM_004493691.3,1,1.0
0.408260524,1.44,1.170090871,-293.3,0.000405652,1259,-1,MSTRG.7766.1,1,1.0
0.468058968,1.44,1.255218865,-204.8,0.000354245,814,-1,rna-XM_004493696.3,1,1.0
0.368073879,0.51,1.284709079,-177.1,0.000401998,758,-1,rna-XR_003471764.1,1,1.0
0.491307634,3.12,2.402153166,-413.9,0.000323545,1323,-1,rna-XM_004493697.2,1,1.0
0.342494715,1.16,1.28446357,-331.6,0.00040992,1419,-1,rna-XM_027332670.1,1,1.0
0.344801223,1.16,1.299212774,-307.2,0.00041146,1308,-1,rna-XR_003471925.1,1,1.0
0.348571429,1.21,1.158572596,-318.0,0.000425642,1400,-1,MSTRG.7768.3,1,1.0
0.359497645,0.31,1.308357008,-133.2,0.000398079,637,-1,rna-XR_003471926.1,1,1.0
0.364361702,0.96,1.332607394,-225.1,0.0004166,1128,-1,MSTRG.7769.3,1,1.0
0.296979866,0.69,1.511112267,-116.5,0.000468701,596,-1,MSTRG.7771.1,1,1.0
0.316473988,0.69,1.130877815,-143.1,0.000436821,692,-1,MSTRG.7772.1,1,1.0
0.303636364,0.18,1.277447013,-110.5,0.000477456,550,-1,MSTRG.7773.1,1,1.0
0.421743205,2.62,1.54100128,-304.9,0.000369806,1067,-1,MSTRG.7774.1,1,1.0
0.449371766,3.32,1.423591461,-389.4,0.000352253,1353,-1,rna-XM_004493704.3,1,1.0
0.35546875,2.2,1.212507787,-271.42,0.000423966,1280,-1,MSTRG.7776.1,1,1.0
0.356682028,2.2,1.265778897,-222.02,0.000426658,1085,-1,rna-XM_004493706.3,1,1.0
0.365979381,2.22,1.587224265,-180.7,0.000442017,776,-1,MSTRG.7777.1,1,1.0
0.339416058,2.15,1.549532524,-187.1,0.00044556,822,-1,rna-XM_004493707.3,1,1.0
0.38852914,1.58,1.363525236,-250.4,0.00039971,1081,-1,rna-XM_004493708.3,1,1.0
0.382280558,1.58,1.334854737,-280.8,0.000396975,1219,-1,MSTRG.7778.1,1,1.0
0.35047619,0.65,1.298358931,-102.8,0.000429183,525,-1,MSTRG.7780.1,1,1.0
0.348232155,3.18,1.302749517,-310.5,0.000453313,1499,-1,rna-XM_004493810.3,1,1.0
0.349825784,3.18,1.313725839,-300.1,0.000452302,1435,-1,MSTRG.7781.3,1,1.0
0.355524079,1.51,1.612852301,-177.3,0.000415882,706,-1,rna-XM_004493713.3,1,1.0
0.334801762,1.11,1.322438884,-302.4,0.00047651,1362,-1,MSTRG.7782.4,1,1.0
0.334728033,0.77,1.212653371,-292.77,0.000444654,1434,-1,MSTRG.7783.2,1,1.0
0.341416101,1.11,1.308042727,-221.5,0.00047255,1031,-1,rna-XM_027333054.1,1,1.0
0.349381018,1.06,1.27908816,-159.6,0.000461897,727,-1,MSTRG.7782.5,1,1.0
0.338893101,1.11,1.261892278,-306.1,0.000462033,1319,-1,MSTRG.7782.6,1,1.0
0.338971583,1.85,1.086243781,-354.9,0.000446494,1478,-1,MSTRG.7784.1,1,1.0
0.337477798,1.85,1.096964524,-260.1,0.000447389,1126,-1,rna-XM_027333053.1,1,1.0
0.327908869,3.33,1.363217927,-270.5,0.000449774,1229,-1,gene-LOC101515314,1,1.0
0.342574257,2.3,1.308213748,-208.5,0.000455435,1010,-1,rna-XM_004493812.3,1,1.0
0.341489362,2.3,1.348977607,-198.5,0.00046039,940,-1,MSTRG.7785.1,1,1.0
0.290801187,0.4,1.451283847,-183.6,0.000474293,1011,-1,MSTRG.7786.1,1,1.0
0.367720466,1.38,1.844543259,-151.5,0.000424719,601,-1,rna-XM_027332277.1,1,1.0
0.334883721,0.2,1.357638889,-55.7,0.000428599,215,-1,MSTRG.7787.1,1,1.0
0.306552262,2.48,1.603263403,-242.0,0.000505157,1282,-1,MSTRG.7788.1,1,1.0
0.317636986,2.48,1.585429432,-222.9,0.000507622,1168,-1,rna-XM_004493714.3,1,1.0
0.386885246,1.47,1.257682945,-305.44,0.000409328,1220,-1,MSTRG.7790.1,1,1.0
0.404298874,1.47,1.307356576,-250.64,0.000397968,977,-1,rna-XM_004493716.3,1,1.0
0.346635368,2.72,1.368036367,-307.2,0.000451361,1278,-1,MSTRG.7793.1,1,1.0
0.36069869,2.72,1.387781273,-275.4,0.000434695,1145,-1,rna-XM_012713911.2,1,1.0
0.364130435,1.83,1.146484747,-232.08,0.000404484,1104,-1,rna-XM_004493719.3,1,1.0
0.358918919,1.52,1.270299145,-197.9,0.000424926,925,-1,MSTRG.7795.1,1,1.0
0.369062119,1.52,1.260086382,-180.4,0.000420644,821,-1,rna-XM_004493720.3,1,1.0
0.437858509,1.29,1.560927426,-281.1,0.000399778,1046,-1,MSTRG.7796.1,1,1.0
0.38225256,0.46,1.264467085,-59.7,0.000409375,293,-1,MSTRG.7798.1,1,1.0
0.358695652,2.07,1.35182068,-288.8,0.000442076,1380,-1,rna-XM_004493726.3,1,1.0
0.377843719,0.65,1.502677067,-245.7,0.000405575,1011,-1,MSTRG.7801.1,1,1.0
0.340514246,2.92,1.30383386,-311.6,0.00042246,1439,-1,rna-XM_004493731.3,1,1.0
0.345625452,2.27,1.1898102,-293.4,0.000418913,1383,-1,MSTRG.7805.2,1,1.0
0.376344086,0.65,1.219321358,-107.4,0.000401231,558,-1,MSTRG.7807.1,1,1.0
0.377938517,0.65,1.225110544,-104.6,0.000400026,553,-1,rna-XM_004493734.3,1,1.0
0.337797619,0.28,1.150060787,-95.6,0.000460173,672,-1,MSTRG.7810.1,1,1.0
0.363321799,1.32,1.308866863,-319.0,0.000420214,1445,-1,MSTRG.7811.1,1,1.0
0.367904695,2.13,1.377609855,-321.0,0.000417409,1427,-1,MSTRG.7811.2,1,1.0
0.410313901,2.13,1.732752031,-214.8,0.000366094,892,-1,rna-XM_004493738.3,1,1.0
0.386967015,2.02,1.40726406,-298.4,0.000386062,1243,-1,rna-XM_027332347.1,1,1.0
0.338286713,2.88,1.554763768,-232.8,0.000434697,1144,-1,MSTRG.7812.1,1,1.0
0.342592593,2.88,1.543578431,-219.7,0.000431928,1080,-1,rna-XM_004493739.3,1,1.0
0.343049327,2.02,1.266632471,-203.8,0.000440011,892,-1,MSTRG.7813.1,1,1.0
0.338058888,2.02,1.394473029,-204.5,0.000445293,917,-1,MSTRG.7813.2,1,1.0
0.322017459,2.02,1.336890617,-224.3,0.000463027,1031,-1,rna-XM_004493740.2,1,1.0
0.32972973,2.02,1.26913568,-241.4,0.000452041,1110,-1,MSTRG.7813.3,1,1.0
0.353823088,0.99,1.486654619,-148.7,0.000428818,667,-1,MSTRG.7813.4,1,1.0
0.337676439,2.02,1.436518562,-206.2,0.000453973,921,-1,MSTRG.7813.5,1,1.0
0.374599787,0.51,1.279260144,-228.5,0.000388396,937,-1,MSTRG.7817.9,1,1.0
0.35678392,0.71,1.240882545,-74.8,0.000478408,398,-1,MSTRG.7818.2,1,1.0
0.343396226,0.76,1.343842503,-102.0,0.000408831,530,-1,rna-XR_003472041.1,1,1.0
