Unnamed: 0,GC,ORF_len,ORF_cov,Fickett,Hexamer,MFE
MSTRG.11032.1,0.436881188,0.45,0.167079208,1.635812425,0,-215.2
rna-XR_003472325.1,0.371428571,0.29,0.414285714,1.696428571,0,-40.3
MSTRG.11033.11,0.338477366,0.9,0.277777778,1.146936027,0,-221.8
MSTRG.11033.12,0.350078493,1.58,0.372056515,1.159434139,0,-277.7
MSTRG.11034.1,0.369255151,2.4,0.570522979,1.474159116,0,-275.2
MSTRG.11034.2,0.369992145,1.98,0.466614297,1.350171744,0,-279.1
MSTRG.11034.3,0.370072405,1.51,0.364440869,1.207706277,0,-270.9
rna-XM_004497515.3,0.376220053,2.4,0.638864241,1.518328078,0,-251.8
rna-XR_001143718.2,0.373745819,2.29,0.574414716,1.502634389,0,-268.8
rna-XR_001143719.2,0.376977153,1.98,0.521968366,1.320887819,0,-255.7
MSTRG.11037.1,0.352415027,0.5,0.268336315,1.11716629,0,-102.6
MSTRG.11038.1,0.389888603,2.17,0.557840617,1.193295558,0,-315
MSTRG.11038.2,0.391150442,2.17,0.576106195,1.16935913,0,-306.1
MSTRG.11038.3,0.385277995,1.57,0.368833203,1.135830639,0,-339.6
rna-XM_004497517.3,0.390542907,2.17,0.570052539,1.221857226,0,-309.1
MSTRG.11040.1,0.374755382,1.85,0.543052838,1.476909722,0,-239.9
MSTRG.11040.2,0.364608076,2.45,0.872921615,1.600658611,0,-192.8
rna-XM_027334180.1,0.374536465,2.45,0.908529048,1.59831187,0,-189
rna-XM_004497521.3,0.45375091,3.05,0.666423889,1.421759664,0,-420.1
MSTRG.11042.1,0.441892832,3.05,0.636743215,1.409286734,0,-427.4
MSTRG.11043.1,0.333333333,0.55,0.528846154,1.286363305,0,-57.5
rna-XM_004497559.3,0.371485944,2.37,0.713855422,1.359210518,0,-206.27
MSTRG.11044.1,0.375,2.37,0.759615385,1.436201039,0,-197.07
MSTRG.11045.1,0.448275862,0.01,0.012931034,1.848529412,0,-61.3
rna-TRNAR-UCU-9,0.547945205,0.08,0.328767123,1.831547619,0,-28.1
MSTRG.11048.1,0.3,0.15,0.160714286,1.471703297,0,-46.4
MSTRG.11049.1,0.361142857,0.27,0.092571429,1.422820793,0,-185.2
MSTRG.11052.1,0.313953488,1.28,0.372093023,1.23702886,0,-177.7
rna-XR_003472194.1,0.401408451,1.01,0.711267606,1.81515984,0,-106.6
MSTRG.11053.1,0.412658228,0.36,0.273417722,1.466459627,0,-116.4
rna-XM_004497538.3,0.403336605,1.28,0.376840039,1.187653009,0,-248
MSTRG.11054.5,0.387878788,2.16,0.654545455,1.725941914,0,-251.7
MSTRG.11054.6,0.385300668,1.71,0.571269488,1.57338113,0,-236.2
MSTRG.11054.8,0.444611907,2.95,0.66691786,1.348969983,0,-371.64
MSTRG.11054.9,0.448474856,2.44,0.60346249,1.30893801,0,-338
MSTRG.11054.10,0.519480519,1.13,0.733766234,1.545860289,0,-145.4
MSTRG.11057.1,0.350579839,0.78,0.208742194,1.530225616,0,-200
rna-TRNAL-UAA-3,0.554216867,0,0,1.5125,0,-31.6
MSTRG.11060.3,0.378417266,1.59,0.343165468,1.110024261,0,-385.4
MSTRG.11063.2,0.410994764,0.57,0.22382199,1.506478001,0,-165.62
MSTRG.11063.3,0.401125402,0.57,0.137459807,1.422316919,0,-291.12
MSTRG.11063.4,0.396582734,0.57,0.153776978,1.555787456,0,-263.7
MSTRG.11063.5,0.401034929,0.57,0.221216041,1.506293822,0,-171.12
rna-XM_027333561.1,0.34402852,1.87,1,1.700520366,0,-113.2
rna-XM_027333562.1,0.379972565,2.43,1,1.952111322,0,-168.6
gene-LOC101513482,0.393058161,1,0.281425891,1.406851314,0,-270.1
gene-LOC101513789,0.391353811,1.69,0.576791809,1.550369237,0,-204.9
MSTRG.11068.1,0.335006274,0.93,0.350062735,1.155529901,0,-144.1
rna-XM_004497546.3,0.337817638,0.93,0.417040359,1.229850746,0,-125.1
MSTRG.11069.1,0.361445783,2.21,0.614457831,1.399102922,0,-234.8
rna-XM_004497547.3,0.381256656,2.21,0.706070288,1.508072973,0,-208.6
MSTRG.11069.2,0.361641221,1.41,0.403625954,1.346424359,0,-227.2
rna-XM_004497548.3,0.417403127,3.59,0.732154997,1.615971637,0,-416.8
MSTRG.11071.1,0.4420191,0.55,0.225102319,1.525921315,0,-193.1
MSTRG.11073.1,0.345577211,0.39,0.087706147,1.398703557,0,-222.58
MSTRG.11074.1,0.36329588,0.51,0.286516854,1.40980039,0,-129
MSTRG.11074.2,0.379441624,0.44,0.16751269,1.301830762,0,-171.6
MSTRG.11074.3,0.394179894,0.44,0.174603175,1.304748619,0,-168.6
rna-XR_003472345.1,0.3359375,0.48,0.28125,1.204296188,0,-95.1
rna-TRNAC-GCA-6,0.569444444,0,0,1.85,0,-25.7
MSTRG.11075.11,0.381322957,1.81,0.528210117,1.448968405,0,-245.1
MSTRG.11076.1,0.3583118,1.94,0.50129199,1.30290241,0,-281.2
rna-XM_004497562.3,0.358540925,1.94,0.517793594,1.310359262,0,-273.9
MSTRG.11076.2,0.355212355,0.96,0.277992278,1.174673428,0,-251.9
MSTRG.11076.3,0.353061224,0.93,0.284693878,1.326606664,0,-240.2
MSTRG.11078.1,0.432956381,3.12,0.756058158,1.467739318,0,-319.54
rna-XM_004497552.3,0.404946996,3.12,0.661484099,1.471841157,0,-374.8
rna-NM_001309692.1,0.42703533,4.34,1,1.929945055,0,-377.7
MSTRG.11081.1,0.392717815,1.14,0.44473342,1.609199134,0,-195.1
rna-XM_004497556.3,0.411674347,1.14,0.525345622,1.687496872,0,-170.5
MSTRG.11083.1,0.326860841,0.35,0.339805825,1.454970891,0,-73.5
MSTRG.11084.1,0.403669725,0.23,0.211009174,1.279289333,0,-95.6
MSTRG.11085.1,0.363475177,0.63,0.335106383,1.591666667,0,-127.4
rna-TRNAR-CCU-5,0.575342466,0,0,1.7,0,-25.5
rna-XM_004497634.1,0.327868852,1.83,1,1.818126839,0,-87.2
MSTRG.11086.2,0.358706986,1.01,0.315954119,1.335891817,0,-187
rna-XM_012714922.1,0.394179894,1.26,1,2.194813034,0,-93.8
MSTRG.11089.1,0.358255452,0.36,0.336448598,1.23777091,0,-65.5
rna-XR_003472628.1,0.367049009,0.56,0.175182482,1.142719395,0,-200
rna-TRNAC-GCA-7,0.569444444,0,0,1.85,0,-25.7
MSTRG.11094.1,0.311435523,0.83,0.302919708,1.176025538,0,-174.4
rna-XM_027334121.1,0.31181486,0.83,0.303288672,1.179105045,0,-174.4
MSTRG.11095.1,0.398214286,2,0.535714286,1.320485202,0,-305.2
rna-XM_004497569.3,0.409001957,2,0.587084149,1.336191913,0,-287.7
MSTRG.11096.1,0.317191283,0.21,0.152542373,1.177728175,0,-77
MSTRG.11099.1,0.329493088,0.4,0.276497696,1.917727273,0,-79.5
MSTRG.11100.1,0.401287554,2.29,0.491416309,1.278953906,0,-362.9
MSTRG.11101.1,0.363157895,1.44,0.568421053,1.479831903,0,-162
rna-TRNAK-UUU-5,0.547945205,0.08,0.328767123,1.738095238,0,-27.4
MSTRG.11102.1,0.395759717,0.87,0.922261484,1.71875,0,-36.9
MSTRG.11104.1,0.383856502,1.97,0.530044843,1.285204853,0,-282.3
MSTRG.11104.2,0.390009606,1.89,0.544668588,1.435157013,0,-271.9
rna-XM_004497573.3,0.408564815,1.97,0.684027778,1.372579244,0,-228.5
rna-XM_027333433.1,0.396808511,1.89,0.603191489,1.448344806,0,-246.4
rna-XM_012714925.1,0.354965585,3.39,1,2.293130626,0,-230
gene-LOC113786232,0.36031746,0.71,0.338095238,1.459625127,0,-145
MSTRG.11110.1,0.362786746,1.55,0.395072218,1.268836213,0,-240.6
MSTRG.11110.2,0.356895357,1.72,0.357588358,1.228280785,0,-313.14
rna-XM_004497582.3,0.373081464,1.55,0.548996458,1.408792746,0,-161
MSTRG.11110.3,0.339325843,1.72,0.579775281,1.2723562,0,-184.24
rna-XM_027333515.1,0.327546296,1.72,0.597222222,1.394132172,0,-168.5
rna-XM_004497584.3,0.423835125,2.44,0.655913978,1.237082669,0,-287.5
MSTRG.11111.1,0.421009098,2.44,0.605459057,1.214182974,0,-313.1
MSTRG.11112.1,0.303468208,0.24,0.208092486,1.2140625,0,-54.8
rna-XM_004497587.3,0.401521555,3.14,0.796280642,1.550056087,0,-271.6
rna-XM_004497638.3,0.376706827,2.5,0.602409639,1.539955456,0,-279.7
rna-XM_027333516.1,0.379603399,2.5,0.708215297,1.565178311,0,-250.4
MSTRG.11118.1,0.371900826,2.02,0.715466352,1.636339534,0,-203.7
MSTRG.11118.2,0.380522088,1.6,0.481927711,1.338944944,0,-241.8
rna-XR_003472356.1,0.348432056,0.38,0.099303136,1.122238421,0,-202.6
MSTRG.11119.1,0.327628362,0.62,0.227383863,1.340716123,0,-143.1
MSTRG.11119.2,0.342975207,0.62,0.256198347,1.387139864,0,-128.8
rna-XR_003472686.1,0.392523364,0.34,0.953271028,2.316964286,0,-13.3
MSTRG.11121.1,0.450909091,0.22,0.12,2.899238351,0,-99.5
rna-XM_027334191.1,0.365609349,1.48,0.741235392,1.277718254,0,-148.7
MSTRG.11123.1,0.238095238,0.18,0.233766234,1.688690476,0,-28.3
rna-XR_003472641.1,0.422330097,0.39,0.189320388,1.730363054,0,-180.1
rna-XM_012714926.2,0.325021496,2.93,0.755803955,1.521115439,0,-247.5
MSTRG.11126.2,0.308426073,1.78,0.424483307,1.365345378,0,-249.8
rna-XM_004497597.3,0.312920592,4.11,0.82974428,1.588913094,0,-314
MSTRG.11126.3,0.319579288,1.76,0.427184466,1.322466301,0,-253.3
MSTRG.11126.4,0.32853514,1.78,0.452159187,1.29160877,0,-250.3
MSTRG.11127.1,0.315298507,0.87,0.486940299,1.495734657,0,-109
rna-XM_027333651.1,0.377440347,1.17,0.380694143,1.388560443,0,-214.7
MSTRG.11128.1,0.359858532,1.17,0.310344828,1.215200961,0,-273.3
MSTRG.11128.2,0.351351351,1.17,0.451737452,1.295092548,0,-160.2
MSTRG.11128.3,0.317857143,0.21,0.1125,1.232094653,0,-111.1
rna-XM_027333564.1,0.44683908,2.32,1,1.476959053,0,-211.5
MSTRG.11132.1,0.37826087,0.32,0.417391304,2.121730769,0,-52.3
rna-XR_003472316.1,0.335740072,0.23,0.249097473,1.616458333,0,-49.8
MSTRG.11133.1,0.422758101,2.65,0.599095705,1.378291604,0,-379.2
rna-XM_004497604.3,0.425817267,2.65,0.666387259,1.428184769,0,-356.3
MSTRG.11134.1,0.357264957,0.55,0.282051282,1.357246451,0,-132.9
rna-XM_004497605.3,0.394817073,2.61,0.59679878,1.540185999,0,-338.6
MSTRG.11135.1,0.415803109,1.75,0.680051813,1.727931652,0,-200
MSTRG.11135.2,0.414860681,1.75,0.541795666,1.574725812,0,-252.2
rna-XM_004497606.3,0.409688013,2.25,0.554187192,1.296621403,0,-330.6
MSTRG.11137.1,0.407526882,2.3,0.741935484,1.334811335,0,-208.4
MSTRG.11137.2,0.42248062,1.08,0.627906977,1.407045388,0,-116.7
MSTRG.11138.2,0.375527426,0.36,0.455696203,1.586149961,0,-51.4
MSTRG.11139.1,0.342210386,1.42,0.567243675,1.575832313,0,-136.2
MSTRG.11140.1,0.307490145,0.34,0.134034166,1.342985848,0,-120.9
MSTRG.11141.1,0.360643745,2.1,0.460863204,1.382843003,0,-272.2
rna-XM_004497607.3,0.379432624,2.1,0.558510638,1.457795954,0,-230.8
MSTRG.11142.1,0.332896461,1.9,0.747051114,1.388846059,0,-157
MSTRG.11143.1,0.43715847,1.78,0.729508197,1.787803675,0,-222.8
MSTRG.11144.1,0.420408163,0.11,0.134693878,2.022109684,0,-33.2
rna-XM_004497608.3,0.379537954,2.1,0.693069307,1.487872276,0,-190.4
MSTRG.11146.1,0.389140271,0.37,0.502262443,1.104052198,0,-59.5
MSTRG.11147.1,0.387234043,0,0,1.253409091,0,-69.4
rna-XM_004497610.3,0.363496933,2.49,0.572852761,1.283625565,0,-275.65
rna-XM_004497609.3,0.364335127,2.49,0.574173713,1.282510716,0,-277.05
rna-XM_004497646.1,0.489021956,1.67,1,1.68170045,0,-146.1
rna-XR_003472410.1,0.34452438,0.68,0.163069544,1.221328088,0,-286.27
rna-XR_003472409.1,0.318704284,0.44,0.137931034,1.352224679,0,-208.27
MSTRG.11152.1,0.344086022,0.21,0.225806452,1.37724359,0,-44.5
MSTRG.11153.4,0.354240912,2.2,0.470420527,1.243376786,0,-346.5
rna-XM_004497616.3,0.380589914,2.14,0.610846813,1.378792838,0,-262.5
MSTRG.11154.1,0.369079535,2.14,0.573726542,1.362200878,0,-275.5
MSTRG.11154.2,0.371014493,1.95,0.565217391,1.364898593,0,-254
MSTRG.11155.1,0.43442623,2.71,0.555327869,1.612315834,0,-458.2
MSTRG.11155.2,0.44742901,1.24,0.285495012,1.472546391,0,-417.3
rna-XM_027333520.1,0.448945148,2.71,0.686075949,1.600865192,0,-383.5
MSTRG.11156.1,0.417208966,2.66,0.577006508,1.364781104,0,-319.9
rna-XM_004497618.3,0.421792619,2.66,0.701230228,1.404980196,0,-267.2
MSTRG.11159.1,0.373650108,2.82,0.609071274,1.252993267,0,-315.8
rna-XM_004497621.3,0.379850746,2.82,0.631343284,1.257619459,0,-313.2
rna-XM_027333474.1,0.329102448,1.65,0.448776065,1.220751186,0,-216.1
rna-XM_004497648.3,0.346550357,2.03,0.48295004,1.243009504,0,-259.1
MSTRG.11160.2,0.356453029,1.84,0.484635645,1.191836755,0,-241.7
MSTRG.11160.3,0.365902293,2.03,0.607178465,1.280413447,0,-216.2
rna-XM_027333473.1,0.346007605,1.84,0.524714829,1.188660873,0,-191.9
rna-XM_004497649.1,0.379671151,2.23,1,1.821428571,0,-135.7
MSTRG.11161.1,0.362962963,0.44,0.088888889,1.117128653,0,-364.5
MSTRG.11161.3,0.376780627,0.44,0.094017094,1.110721111,0,-351.5
rna-XR_003472197.1,0.348221045,0.43,0.097653293,1.176264364,0,-317.4
rna-XR_003472198.1,0.376029963,0.44,0.098876404,1.120352667,0,-350
rna-XM_027333565.1,0.381158168,3.35,0.868625756,1.684618506,0,-284.7
rna-XM_027334183.1,0.347826087,1.99,0.55226642,1.210298364,0,-248.69
MSTRG.11162.2,0.395967003,1.49,0.409715857,1.233108268,0,-270.6
rna-XM_004497625.3,0.399221032,1.49,0.435248296,1.206041552,0,-253.3
rna-XM_004497626.3,0.399608227,1.47,0.431929481,1.216290439,0,-254.6
rna-XR_001143725.1,0.379310345,1.93,0.415948276,1.169236385,0,-334.3
MSTRG.11163.1,0.336213103,1.2,0.259179266,1.216501213,0,-245.42
rna-XM_027333330.1,0.331408776,1.2,0.415704388,1.403433469,0,-187.7
rna-XM_004497628.2,0.39556962,2.91,0.920886076,2.283865448,0,-218.4
MSTRG.11164.1,0.410579345,0.68,0.513853904,1.242837235,0,-60.8
rna-XM_012714927.1,0.436213992,4.05,1,1.900185637,0,-356.9
MSTRG.11165.1,0.33463035,0.62,0.361867704,1.733643504,0,-55.4
rna-XM_004497629.3,0.391188251,1.42,0.568758344,1.558969401,0,-183.1
MSTRG.11166.1,0.443181818,0.21,0.178977273,1.234149801,0,-94.3
rna-XM_004497631.3,0.384493671,0.64,0.303797468,1.19328243,0,-164.1
rna-XR_001143723.2,0.402147971,0.64,0.229116945,1.13233457,0,-214.9
rna-XR_001143724.2,0.403091558,0.64,0.228299643,1.141673899,0,-214.6
MSTRG.11167.2,0.358870968,0.64,0.129032258,1.144852941,0,-347.1
MSTRG.11167.3,0.358299595,0.64,0.129554656,1.145839212,0,-346.5
MSTRG.11168.1,0.348806366,0.64,0.25464191,1.236994333,0,-161.7
rna-XR_003472614.1,0.356909684,0.64,0.208922742,1.179458595,0,-205.7
MSTRG.11168.2,0.345631068,0.64,0.372815534,1.384065934,0,-102.4
MSTRG.11169.1,0.391393443,0.54,0.331967213,1.208341776,0,-108.7
MSTRG.11169.2,0.414937759,0.15,0.186721992,1.428373016,0,-46.1
gene-LOC101497195,0.396169355,2.53,0.765120968,2.342113095,0,-225
MSTRG.11170.1,0.372357724,1.82,0.443902439,1.422371524,0,-270.7
rna-XR_189708.3,0.351154313,0.61,0.22235723,1.294857275,0,-178
rna-XR_003472296.1,0.349614396,0.61,0.235218509,1.344261682,0,-166.9
rna-XR_001143726.2,0.384615385,0.61,0.38045738,1.387910459,0,-104.3
MSTRG.11171.1,0.393536122,1.73,0.986692015,2.642084378,0,-112.2
gene-LOC101497738,0.393842887,1.67,0.531847134,2.332610756,0,-217.4
MSTRG.11173.1,0.447368421,0.33,0.434210526,2.023581681,0,-60.8
MSTRG.11174.1,0.370833333,0.14,0.175,1.727157711,0,-45.8
MSTRG.11176.1,0.344461305,0.83,0.37784522,1.505521926,0,-133.9
MSTRG.11176.2,0.344490934,0.51,0.213389121,1.248187486,0,-138.4
rna-XM_004497654.3,0.352233677,0.83,0.427835052,1.503807871,0,-116.5
MSTRG.11180.1,0.363984674,0.07,0.08045977,1.961685824,0,-71.9
MSTRG.11181.1,0.335365854,1.42,0.519512195,1.338380657,0,-137.3
rna-XM_004497659.2,0.396713615,1.42,1,1.453538413,0,-72
MSTRG.11183.1,0.431884058,0.19,0.165217391,1.337857262,0,-65.41
MSTRG.11184.3,0.392063492,2.54,0.604761905,1.301808609,0,-310.1
rna-XM_004497672.1,0.364583333,2.24,1,1.887527571,0,-144.2
rna-XM_012714948.2,0.379362671,1.52,0.691957511,1.967678571,0,-144.9
MSTRG.11185.1,0.383895131,1.52,0.853932584,2.033632157,0,-118.2
MSTRG.11185.2,0.378600823,1.24,0.765432099,1.843378915,0,-105.2
rna-XM_012714949.2,0.399829497,3.91,1,2.142460528,0,-261.4
MSTRG.11186.1,0.383348582,0.55,0.150960659,1.138139902,0,-282.6
MSTRG.11186.3,0.442408377,0.51,0.20026178,1.197932844,0,-207.1
MSTRG.11186.4,0.449008499,0.81,0.344192635,1.189890739,0,-190.9
MSTRG.11188.5,0.406602254,1.51,0.3647343,1.266320021,0,-300.2
MSTRG.11188.6,0.402625821,1.02,0.223194748,1.226041828,0,-326.2
MSTRG.11188.7,0.406810036,1.51,0.405913978,1.323382134,0,-273.2
rna-XM_027333656.1,0.398734177,2.91,0.920886076,2.373520005,0,-218.5
MSTRG.11190.1,0.401869159,0.24,0.224299065,1.366773504,0,-43.9
MSTRG.11191.1,0.353727145,3.68,0.776371308,1.606561946,0,-347.2
rna-XM_004497669.3,0.362286563,3.68,0.819599109,1.648445923,0,-335.8
rna-XM_027333569.1,0.442545109,3.51,1,1.443873984,0,-304.4
rna-XR_003472180.1,0.316129032,0.97,0.625806452,1.626721014,0,-88.7
MSTRG.11192.1,0.352760736,0.95,0.874233129,2.143518519,0,-69
rna-XR_003472179.1,0.318965517,0.64,0.413793103,1.749561404,0,-87.2
rna-XM_027333570.1,0.424242424,1.43,1,1.488789957,0,-114.1
rna-XR_003472187.1,0.33988764,0.64,0.539325843,1.879502442,0,-66.9
rna-XM_027333571.1,0.427631579,1.52,1,1.837693679,0,-69.94
rna-XM_027334186.1,0.320675105,0.97,0.613924051,1.539723465,0,-94.6
MSTRG.11193.1,0.353424658,0.76,0.624657534,1.707752101,0,-74.5
MSTRG.11196.1,0.35235732,3.32,0.82382134,1.614124623,0,-257.2
MSTRG.11197.1,0.325159915,0.49,0.156716418,1.085798328,0,-198.8
MSTRG.11200.1,0.41031746,1.44,0.342857143,1.157866248,0,-311.6
rna-XM_004497679.3,0.433667781,1.44,0.481605351,1.219011312,0,-229
rna-XM_004497680.3,0.395309883,2.94,0.738693467,1.493558334,0,-289.5
rna-XM_004497707.1,0.43554007,2.87,1,2.090668356,0,-141.7
gene-LOC101490714,0.41943734,0.59,0.226342711,1.406322366,0,-213.4
rna-TRNAL-CAA-5,0.547619048,0.26,0.928571429,1.705357143,0,-31.2
rna-XM_027333132.1,0.391719745,2.91,0.926751592,2.427684812,0,-211.6
MSTRG.11202.1,0.350241546,0.27,0.195652174,1.339992877,0,-56.7
MSTRG.11203.1,0.423976608,0.85,0.745614035,1.515344249,0,-78.5
MSTRG.11204.1,0.399243141,2.21,0.627246925,1.575856153,0,-251.4
MSTRG.11205.1,0.481481481,0.27,0.333333333,1.746603725,0,-61.3
rna-XM_004497709.2,0.374416433,3.57,1,1.845474023,0,-253
rna-XM_027333573.1,0.370098039,1.36,1,1.589407814,0,-94.4
MSTRG.11206.2,0.367049808,4.2,0.965517241,1.461761629,0,-345.7
MSTRG.11206.4,0.371111111,0.79,0.526666667,1.422002702,0,-108.5
MSTRG.11207.1,0.351423488,2.61,0.696619217,1.989744574,0,-252.6
rna-XM_004497682.3,0.356937799,2.61,0.749282297,2.011676742,0,-236.4
rna-XM_004497683.3,0.397273612,2.52,0.736124635,1.619235331,0,-255.8
rna-XM_004497684.3,0.414653784,2.86,0.690821256,1.569072745,0,-319.2
rna-XM_004497711.2,0.365443425,2.1,0.963302752,1.578999663,0,-141.6
MSTRG.11209.1,0.414965986,0.72,0.734693878,2.522008547,0,-61.7
MSTRG.11210.1,0.312030075,2.82,0.795112782,1.650141075,0,-211.8
rna-XM_004497712.3,0.322510823,2.82,0.915584416,1.711842105,0,-191.8
MSTRG.11213.2,0.38466948,1.48,0.312236287,1.117348795,0,-378.4
rna-XM_004497687.3,0.410819949,2.43,0.616229924,1.1817365,0,-330.4
rna-XM_004497688.3,0.392434988,1.68,0.595744681,1.420596101,0,-221.4
MSTRG.11214.1,0.391616766,1.68,0.603592814,1.415023864,0,-216.4
gene-LOC105851935,0.391566265,2.63,0.792168675,2.230322061,0,-224.6
rna-XM_004497689.3,0.363021421,1.96,0.662908681,1.769439444,0,-196.7
MSTRG.11215.1,0.38556338,1.52,0.802816901,1.951658799,0,-123.7
rna-XR_003472373.1,0.414545455,0.16,0.174545455,3.580541872,0,-52.1
rna-XR_003472189.1,0.3375,0.95,0.395833333,1.527427088,0,-136.5
MSTRG.11217.1,0.37398374,0.29,0.353658537,1.200892857,0,-36.8
MSTRG.11219.1,0.374384236,0.21,0.310344828,1.192279942,0,-54.3
MSTRG.11220.1,0.35504886,0.05,0.048859935,1.263270637,0,-73.2
rna-XM_004497715.2,0.352159468,1.96,0.651162791,1.528415861,0,-202.9
MSTRG.11224.1,0.330612245,0.35,0.428571429,1.737881563,0,-51.5
rna-XR_003472302.1,0.35059761,1.15,0.343625498,1.142688887,0,-232.5
MSTRG.11225.1,0.346341463,1.15,0.336585366,1.147165292,0,-234.7
MSTRG.11225.2,0.339285714,1.15,0.385044643,1.139845179,0,-194.3
MSTRG.11225.3,0.333333333,0.51,0.226666667,1.429925562,0,-135.4
MSTRG.11225.4,0.34125,0.51,0.19125,1.261088611,0,-175.6
MSTRG.11225.5,0.342920354,0.43,0.142699115,1.200000974,0,-183.2
MSTRG.11225.6,0.336328626,0.43,0.165596919,1.267015093,0,-148.9
MSTRG.11225.7,0.339171975,0.51,0.243630573,1.142273634,0,-137.3
MSTRG.11225.8,0.328685259,0.51,0.304780876,1.396630222,0,-104.7
rna-XM_012714954.1,0.437037037,2.25,1,2.432515949,0,-128.7
rna-XM_004497719.2,0.345,2.25,0.675,1.27112722,0,-220.3
rna-XM_004497699.3,0.422554348,3.29,0.670516304,1.385845342,0,-410.34
MSTRG.11227.2,0.317337461,0.2,0.092879257,1.243831415,0,-114.2
MSTRG.11228.1,0.420560748,0.18,0.252336449,1.422564935,0,-27.97
MSTRG.11230.1,0.388489209,0.38,0.410071942,1.795961851,0,-48
rna-XM_027333574.1,0.474137931,2.32,1,1.655366244,0,-89.7
MSTRG.11233.2,0.372826087,0.94,0.306521739,1.393780527,0,-229.2
rna-XM_004497701.3,0.384,2.03,0.609,1.467593577,0,-251.8
MSTRG.11233.3,0.389659521,1.2,0.453972257,1.554095301,0,-202.9
MSTRG.11233.4,0.397385621,1.2,0.470588235,1.516182498,0,-191
MSTRG.11234.1,0.345111896,0.55,0.19434629,1.19091968,0,-176.4
MSTRG.11235.1,0.32251235,2.31,0.489061397,1.383204651,0,-263.14
rna-XM_004497722.3,0.327350427,2.31,0.592307692,1.474688394,0,-207.34
MSTRG.11236.1,0.36453202,0,0,2.06754386,0,-13.04
MSTRG.11237.1,0.408099688,0.56,0.523364486,1.530451575,0,-76.7
MSTRG.11238.1,0.363571935,3.45,0.733522325,1.430447159,0,-348.1
rna-XM_004497723.3,0.369369369,3.45,0.847665848,1.528481705,0,-297.7
MSTRG.11239.4,0.355709343,0.84,0.174394464,1.079860465,0,-389.2
MSTRG.11239.5,0.319491525,0.66,0.16779661,1.164073014,0,-253.37
rna-XM_004497727.1,0.479643766,2.62,1,1.965085316,0,-201.3
rna-XM_004497724.3,0.381461676,0.91,0.486631016,1.637052762,0,-152.9
MSTRG.11240.1,0.363636364,0.91,0.435406699,1.501040067,0,-167.2
rna-TRNAC-GCA-8,0.569444444,0,0,1.85,0,-25.7
MSTRG.11242.1,0.366389099,1.43,0.324753974,1.280367412,0,-327.9
rna-XM_004497725.2,0.399527187,1.43,0.507092199,1.347729133,0,-210.5
rna-XM_027334041.1,0.37037037,1.67,0.545751634,1.231074108,0,-210.4
MSTRG.11242.2,0.364678899,1.43,0.327981651,1.291148684,0,-321.6
MSTRG.11243.1,0.355905512,0.28,0.132283465,1.6375,0,-98.6
rna-XM_004497726.3,0.372912801,0.61,0.339517625,1.826643782,0,-123.3
rna-XR_003472411.1,0.350988142,0.79,0.187351779,1.194207782,0,-282.6
MSTRG.11244.1,0.394004283,0.14,0.08993576,1.332480239,0,-109.5
MSTRG.11245.2,0.389866291,3.06,0.646023927,1.474977882,0,-358
rna-XR_003472333.1,0.347193347,0.48,0.299376299,1.31874829,0,-100.1
rna-XR_003472216.1,0.280434783,0.74,0.482608696,1.436057692,0,-90.1
MSTRG.11246.1,0.326388889,0.74,0.770833333,1.715016835,0,-53.1
rna-XR_003472696.1,0.417322835,0.1,0.236220472,1.451388889,0,-93.7
MSTRG.11253.1,0.385892116,0.3,0.373443983,1.787009804,0,-53.2
MSTRG.11254.1,0.347128378,2.52,0.638513514,1.312781821,0,-251.4
rna-XM_004497741.3,0.349716446,2.52,0.714555766,1.352580609,0,-228.3
rna-XM_012714966.1,0.392090395,2.95,1,2.039276385,0,-199.1
MSTRG.11256.1,0.395476354,2.93,0.602467443,1.255698638,0,-367.8
MSTRG.11256.2,0.413685848,2.93,0.683514774,1.203722372,0,-341.5
rna-XM_004497743.3,0.419701987,2.93,0.727649007,1.283568168,0,-314
rna-XR_001143728.2,0.432098765,2.93,0.775132275,1.248307114,0,-301.6
rna-XM_027333525.1,0.415642458,2.07,0.693854749,1.763187998,0,-250
MSTRG.11257.1,0.372654155,2.72,0.54691689,1.438153027,0,-357.7
rna-XM_012714972.2,0.390572391,2.72,0.686868687,1.573943912,0,-293.1
rna-XM_027333575.1,0.36013986,2.69,0.940559441,1.780641234,0,-213.9
MSTRG.11258.1,0.375415282,1.15,0.573089701,1.757734253,0,-152.7
rna-XM_027333577.1,0.419811321,1.13,0.799528302,1.730528438,0,-89.2
MSTRG.11259.1,0.415129151,0.27,0.149446494,1.52691679,0,-137.7
MSTRG.11259.2,0.386740331,0.79,0.327348066,1.372321256,0,-170.8
MSTRG.11259.5,0.464197531,0.14,0.103703704,1.589661654,0,-113.9
MSTRG.11259.3,0.430534351,0.97,0.444274809,1.541994796,0,-185.3
MSTRG.11259.4,0.420262664,0.97,0.545966229,1.628996636,0,-138.5
rna-XM_012714974.2,0.385964912,1.25,0.548245614,1.609146357,0,-156.2
MSTRG.11259.6,0.459363958,0.14,0.148409894,1.907515793,0,-79.3
rna-XR_003472442.1,0.38247012,1.25,0.298804781,1.315704396,0,-315.9
rna-XR_003472441.1,0.387234043,1.25,0.39893617,1.338848278,0,-229.9
