ID,GC,ORF_len,ORF_cov,Fickett,Hexamer_Score,MFE
MSTRG.2863.1,0.358024691,0.44,0.407407407,1.602645665,-59.5,-59.5
MSTRG.2864.1,0.318511797,0.26,0.070780399,1.258879235,-223.9,-223.9
MSTRG.2866.1,0.312560857,0.51,0.148977605,1.505193191,-201.9,-201.9
MSTRG.2867.1,0.381372549,0.98,0.288235294,1.15214051,-245.6,-245.6
MSTRG.2867.2,0.383983573,0.98,0.301848049,1.18474721,-237.6,-237.6
MSTRG.2868.3,0.384930385,2.37,0.582309582,1.385320422,-294.4,-294.4
MSTRG.2869.2,0.372297297,4.26,0.863513514,1.394146115,-355.6,-355.6
MSTRG.2870.8,0.352059925,1.23,0.691011236,1.35223064,-116.3,-116.3
MSTRG.2871.1,0.332688588,0.28,0.162475822,1.43433541,-61.8,-61.8
MSTRG.2872.1,0.340369393,0.28,0.221635884,1.354166667,-83.8,-83.8
MSTRG.2874.1,0.396755162,0.88,0.389380531,1.17592444,-163.4,-163.4
MSTRG.2876.1,0.411089866,1.08,0.619502868,1.249053238,-124.5,-124.5
MSTRG.2879.1,0.313131313,0.83,0.359307359,1.325749229,-145.5,-145.5
MSTRG.2881.1,0.403409091,0.61,0.346590909,1.278206257,-112.2,-112.2
MSTRG.2882.1,0.170807453,0.09,0.083850932,1.417635539,-49.1,-49.1
MSTRG.2883.1,0.316091954,1.34,0.577586207,1.42674679,-140.6,-140.6
MSTRG.2884.1,0.28525641,0.21,0.201923077,1.132957958,-60.9,-60.9
MSTRG.2885.1,0.345192308,0.42,0.121153846,1.281964563,-217.3,-217.3
MSTRG.2887.2,0.32396088,1.18,0.432762836,1.288702189,-164,-164
MSTRG.2887.3,0.325330132,1.18,0.424969988,1.26337349,-171.5,-171.5
MSTRG.2889.1,0.447986577,1.12,0.563758389,1.133112315,-165.4,-165.4
MSTRG.2890.1,0.34375,1.16,0.517857143,1.318187656,-148.8,-148.8
MSTRG.2893.1,0.436026936,1.1,0.555555556,1.409034728,-147.5,-147.5
MSTRG.2893.2,0.454289733,0.94,0.396624473,1.433975086,-160.1,-160.1
MSTRG.2894.1,0.269303202,0.63,0.355932203,1.53612013,-97.7,-97.7
MSTRG.2896.6,0.364921031,0.75,0.187032419,1.26147577,-288,-288
MSTRG.2898.1,0.402352941,1.26,0.889411765,1.540649351,-99.9,-99.9
MSTRG.2899.1,0.380701754,0.5,0.263157895,1.420962376,-94.9,-94.9
MSTRG.2900.1,0.342804766,0.38,0.104491292,1.298995362,-234.6,-234.6
MSTRG.2901.1,0.296511628,0.6,0.348837209,1.359109731,-103.5,-103.5
MSTRG.2903.1,0.387387387,0.15,0.135135135,1.291642412,-48.6,-48.6
MSTRG.2905.4,0.365210223,2.11,0.521846661,1.496131863,-283.6,-283.6
MSTRG.2907.2,0.360784314,1.58,0.619607843,1.536941896,-141.2,-141.2
MSTRG.2908.1,0.397321429,1.51,0.337053571,1.346425334,-339.3,-339.3
MSTRG.2908.2,0.391698113,1.51,0.341886792,1.331700638,-317.9,-317.9
MSTRG.2908.3,0.379568106,1.51,0.376245847,1.322045388,-301.4,-301.4
MSTRG.2909.1,0.392156863,0.2,0.235294118,1.811808698,-51.7,-51.7
MSTRG.2910.1,0.352201258,0.74,0.698113208,1.693276134,-73,-73
MSTRG.2911.1,0.348242812,0.74,0.709265176,1.796505376,-72.6,-72.6
MSTRG.2912.1,0.377855888,1.69,0.445518453,1.314217095,-270.8,-270.8
MSTRG.2912.2,0.373762376,1.01,0.25,1.196853559,-289.4,-289.4
MSTRG.2912.3,0.380670611,1.46,0.431952663,1.329302065,-247.6,-247.6
MSTRG.2913.4,0.369785795,0.27,0.091319053,1.38334232,-179.4,-179.4
MSTRG.2914.1,0.329145729,0.75,0.565326633,1.624073595,-71.7,-71.7
MSTRG.2915.1,0.352071006,0.75,0.665680473,1.53030303,-62.8,-62.8
MSTRG.2915.2,0.337386018,0.64,0.583586626,1.415665064,-65.1,-65.1
MSTRG.2916.1,0.340720222,0.75,0.623268698,1.434197626,-71.3,-71.3
MSTRG.2918.1,0.348148148,0.81,0.6,2.114978424,-79.77,-79.77
MSTRG.2921.1,0.375506073,1.79,0.543522267,1.53109712,-220.4,-220.4
MSTRG.2923.5,0.426076834,2.44,0.852153667,3.275493981,-189.4,-189.4
MSTRG.2923.2,0.434501845,3.23,0.893911439,3.40236669,-246,-246
MSTRG.2923.3,0.411671924,1.73,0.818611987,3.287662705,-131.5,-131.5
MSTRG.2923.4,0.424912689,2.48,0.866123399,3.292158606,-185.4,-185.4
MSTRG.2923.1,0.422131148,2.85,0.87602459,3.051789353,-216.2,-216.2
MSTRG.2923.6,0.412080537,2.1,0.845637584,3.037251384,-160.1,-160.1
MSTRG.2923.7,0.446391753,2.69,0.831958763,3.48090885,-222.3,-222.3
MSTRG.2923.8,0.443575419,2.73,0.915083799,3.552186198,-205.2,-205.2
MSTRG.2923.11,0.430232558,1.48,0.860465116,3.369859307,-103,-103
MSTRG.2923.9,0.443994602,2.23,0.902834008,3.4259005,-163.9,-163.9
MSTRG.2923.10,0.442141623,3.6,0.932642487,3.359168587,-268.9,-268.9
MSTRG.2923.12,0.446521288,2.69,0.838006231,3.4144717,-220.6,-220.6
MSTRG.2923.16,0.446448703,2.69,0.909808343,3.465521558,-205.7,-205.7
MSTRG.2923.13,0.436115843,1.44,0.735945486,3.361695737,-127.5,-127.5
MSTRG.2923.14,0.443349754,2.19,0.8091133,3.404748733,-183.5,-183.5
MSTRG.2923.18,0.436115843,1.42,0.72572402,3.261357307,-124.2,-124.2
MSTRG.2923.15,0.442333786,2.23,0.907734057,3.409649123,-161.4,-161.4
MSTRG.2923.17,0.447044335,2.48,0.916256158,3.497570903,-179.7,-179.7
MSTRG.2923.24,0.445828144,2.44,0.911581569,3.47247242,-188.5,-188.5
MSTRG.2923.25,0.447073474,2.44,0.911581569,3.454642708,-183.4,-183.4
MSTRG.2923.21,0.451612903,3.73,0.94991511,3.658993433,-276.7,-276.7
MSTRG.2923.23,0.444582814,2.48,0.926525529,3.59401932,-180.3,-180.3
MSTRG.2923.19,0.442990654,3.35,0.939252336,3.435122889,-247.6,-247.6
MSTRG.2923.20,0.440217391,2.85,0.929347826,3.306667973,-209.4,-209.4
MSTRG.2923.22,0.442990654,3.35,0.939252336,3.455730081,-249.8,-249.8
MSTRG.2923.26,0.446896552,2.23,0.922758621,3.588761398,-163.4,-163.4
MSTRG.2923.29,0.449499545,3.17,0.86533212,3.605166578,-257.6,-257.6
MSTRG.2923.27,0.447513812,2.23,0.924033149,3.580124224,-158.3,-158.3
MSTRG.2923.28,0.44921875,3.23,0.946289063,3.71977087,-243.3,-243.3
MSTRG.2923.35,0.44973545,2.94,0.933333333,3.665869816,-223.2,-223.2
MSTRG.2923.30,0.447222222,1.94,0.808333333,3.476539496,-162.1,-162.1
MSTRG.2923.31,0.451724138,2.44,0.84137931,3.529427251,-203.3,-203.3
MSTRG.2923.32,0.447798742,2.19,0.826415094,3.557684131,-181.7,-181.7
MSTRG.2923.33,0.449425287,2.73,0.94137931,3.635579937,-198.9,-198.9
MSTRG.2923.34,0.443859649,1.73,0.910526316,3.649275362,-124.8,-124.8
MSTRG.2923.36,0.429738562,1.85,0.906862745,3.141368707,-131.6,-131.6
MSTRG.2923.39,0.45281018,2.69,0.855779427,3.565898618,-217.1,-217.1
MSTRG.2923.40,0.450460829,2.44,0.843317972,3.548961883,-201.2,-201.2
MSTRG.2923.37,0.444289694,2.23,0.931754875,3.734856475,-158.6,-158.6
MSTRG.2923.38,0.453796889,3.48,0.955169259,3.767299612,-261.3,-261.3
MSTRG.2923.41,0.441901408,1.73,0.913732394,3.70120614,-118.4,-118.4
MSTRG.2923.42,0.442367601,1.69,0.789719626,3.55990861,-144.4,-144.4
MSTRG.2923.43,0.448673587,2.73,0.944636678,3.667780344,-195.9,-195.9
MSTRG.2923.44,0.445132743,3.6,0.955752212,3.512248291,-263,-263
MSTRG.2923.45,0.443584071,2.85,0.94579646,3.449008607,-205.6,-205.6
MSTRG.2923.46,0.457109283,2.41,0.849588719,3.751118228,-198.8,-198.8
MSTRG.2923.47,0.450729927,1.67,0.914233577,3.924639128,-120.4,-120.4
MSTRG.2923.48,0.455716586,1.67,0.806763285,3.789285714,-139.5,-139.5
MSTRG.2923.50,0.451948052,2.45,0.954545455,3.944869685,-171.6,-171.6
MSTRG.2923.49,0.442333786,2.32,0.944369064,3.51581987,-160.4,-160.4
MSTRG.2923.51,0.458874459,2.16,0.935064935,3.884722222,-163.5,-163.5
MSTRG.2923.53,0.459317585,2.12,0.834645669,3.792877616,-168.7,-168.7
MSTRG.2923.52,0.456238361,1.68,0.938547486,4.186104466,-115,-115
MSTRG.2923.54,0.457293035,2.36,0.930354796,3.868127246,-174.8,-174.8
MSTRG.2923.56,0.460422164,2.37,0.937994723,4.012375081,-176.6,-176.6
MSTRG.2923.57,0.462184874,2.35,0.846338535,3.967175377,-195.1,-195.1
MSTRG.2923.59,0.459357278,3.1,0.879017013,3.946584339,-255.4,-255.4
MSTRG.2923.55,0.461741425,2.41,0.953825858,4.11093985,-176,-176
MSTRG.2923.58,0.451697128,1.16,0.908616188,4.404341029,-76.8,-76.8
MSTRG.2923.60,0.45601173,2.16,0.950146628,4.33856991,-160.9,-160.9
MSTRG.2923.61,0.46177686,2.8,0.867768595,4.048349876,-228.2,-228.2
MSTRG.2923.62,0.460880196,2.61,0.957212714,4.177275965,-189.2,-189.2
MSTRG.2923.63,0.450955414,2.48,0.947770701,3.779391832,-176.2,-176.2
MSTRG.2923.64,0.450479233,1.95,0.934504792,3.858101387,-136.8,-136.8
MSTRG.2923.65,0.46776406,2.01,0.827160494,4.049569609,-167.9,-167.9
MSTRG.2923.66,0.465201465,0.8,0.879120879,4.877777778,-51.8,-51.8
MSTRG.2923.67,0.462343096,1.17,0.734309623,4.078125,-104.2,-104.2
MSTRG.2923.68,0.453731343,2.1,0.940298507,3.735233918,-162.3,-162.3
MSTRG.2923.69,0.464516129,1.95,0.943548387,4.133056234,-148.1,-148.1
MSTRG.2923.70,0.454880295,1.68,0.928176796,3.707040998,-128,-128
MSTRG.2923.76,0.46,1.18,0.885,3.967552448,-91.3,-91.3
MSTRG.2923.72,0.464285714,1.93,0.827142857,3.996137239,-172.6,-172.6
MSTRG.2923.73,0.458461538,0.66,0.609230769,3.834722222,-77.2,-77.2
MSTRG.2923.74,0.461818182,1.41,0.769090909,3.83359412,-125.2,-125.2
MSTRG.2923.71,0.4624,1.97,0.9456,3.985921913,-147.8,-147.8
MSTRG.2923.75,0.451274363,2.09,0.940029985,3.668162393,-153.8,-153.8
MSTRG.2923.77,0.469565217,1.8,0.939130435,4.427678571,-142.4,-142.4
MSTRG.2923.78,0.470449173,1.3,0.921985816,4.57797619,-105.1,-105.1
MSTRG.2923.79,0.455284553,1.92,0.936585366,3.897916373,-153,-153
MSTRG.2923.80,0.465473146,2.18,0.836317136,4.013506494,-195.3,-195.3
MSTRG.2923.84,0.467368421,1.43,0.903157895,4.025625237,-121.1,-121.1
MSTRG.2923.81,0.464615385,0.68,0.627692308,4.3125,-73.9,-73.9
MSTRG.2923.83,0.4625,0.93,0.6975,4.336666667,-96.3,-96.3
MSTRG.2923.82,0.458461538,0.97,0.895384615,4.242243867,-76,-76
MSTRG.2923.85,0.467320261,1.62,0.794117647,3.955202749,-142.3,-142.3
MSTRG.2923.86,0.461538462,0.62,0.596153846,3.990277778,-65.7,-65.7
MSTRG.2923.87,0.469339623,1.24,0.877358491,4.11020979,-105,-105
MSTRG.2923.88,0.454397394,1.91,0.933224756,3.800573671,-147.8,-147.8
MSTRG.2928.1,0.335329341,0.56,0.251497006,1.218482759,-138.5,-138.5
MSTRG.2928.2,0.343696028,0.56,0.29015544,1.453224472,-123.3,-123.3
MSTRG.2929.1,0.468309859,0.29,0.306338028,1.274422658,-70.3,-70.3
MSTRG.2930.1,0.303538175,0.98,0.547486034,1.478659594,-102.7,-102.7
MSTRG.2931.1,0.33372093,0.3,0.104651163,1.228257834,-167.5,-167.5
MSTRG.2931.2,0.332943925,0.3,0.105140187,1.181122773,-160.2,-160.2
MSTRG.2932.1,0.33126935,0.76,0.705882353,1.340275142,-67.2,-67.2
MSTRG.2938.1,0.371794872,1.53,0.326923077,1.191517725,-320.28,-320.28
MSTRG.2938.2,0.371681416,1.2,0.265486726,1.113786087,-308.58,-308.58
MSTRG.2938.3,0.370762712,1.2,0.254237288,1.096702023,-321.08,-321.08
MSTRG.2939.3,0.3376,0.65,0.312,1.279286726,-124.3,-124.3
MSTRG.2939.6,0.330578512,0.76,0.314049587,1.146385752,-152.6,-152.6
MSTRG.2939.5,0.3289987,0.62,0.241872562,1.29768791,-162.1,-162.1
MSTRG.2940.1,0.295616718,0.75,0.229357798,1.473357231,-159.4,-159.4
MSTRG.2941.1,0.302702703,0.52,0.210810811,1.821611305,-129.6,-129.6
MSTRG.2946.3,0.353684211,3.16,0.997894737,1.441450617,-225,-225
MSTRG.2948.1,0.319705642,0.51,0.125102208,1.22817883,-239.8,-239.8
MSTRG.2950.1,0.40599455,0.44,0.119891008,1.491305053,-300.1,-300.1
MSTRG.2951.1,0.333333333,0.2,0.253164557,1.438985077,-36.3,-36.3
MSTRG.2952.1,0.370614035,2.85,0.625,1.487300515,-284.9,-284.9
MSTRG.2953.1,0.397947548,1.55,0.530216648,1.68604882,-190.3,-190.3
MSTRG.2954.1,0.4784689,0.29,0.416267943,2.141666667,-38.7,-38.7
MSTRG.2955.1,0.382007823,0.83,0.32464146,1.294474351,-161.6,-161.6
MSTRG.2956.1,0.475247525,0.2,0.148514851,1.689010642,-112.6,-112.6
MSTRG.2957.1,0.372317597,0.41,0.131974249,1.536814203,-202.7,-202.7
MSTRG.2958.1,0.365558912,0.79,0.716012085,1.623349567,-60.6,-60.6
MSTRG.2958.2,0.360347323,1.8,0.390738061,1.553803254,-328.9,-328.9
MSTRG.2957.2,0.35988819,0.57,0.119496855,1.542098092,-335.8,-335.8
MSTRG.2958.3,0.377745242,3.39,0.744509517,1.605800481,-329.5,-329.5
MSTRG.2959.1,0.301864802,0.45,0.157342657,1.33008583,-177.6,-177.6
MSTRG.2962.1,0.324509804,0.34,0.1,1.245613958,-204.1,-204.1
MSTRG.2963.3,0.374741201,1.67,0.345755694,1.165646914,-340.3,-340.3
MSTRG.2963.4,0.378661088,1.34,0.280334728,1.194994327,-342,-342
MSTRG.2963.5,0.399176955,1.34,0.330864198,1.186416514,-299.7,-299.7
MSTRG.2965.1,0.355813953,1.19,0.415116279,1.22609564,-168.9,-168.9
MSTRG.2966.2,0.379775281,2.75,0.617977528,1.428715222,-292.4,-292.4
MSTRG.2966.4,0.393673111,2.75,0.724956063,1.550076503,-263,-263
MSTRG.2967.9,0.37917223,3.57,0.714953271,1.312632374,-350.4,-350.4
MSTRG.2967.11,0.396226415,1.96,0.583912612,1.256776342,-250.8,-250.8
MSTRG.2967.13,0.379652605,1.28,0.952853598,1.49046873,-87.4,-87.4
MSTRG.2968.1,0.36199095,0.95,0.257918552,1.228542157,-239.5,-239.5
MSTRG.2969.2,0.345177665,2.47,0.626903553,1.241502573,-270.8,-270.8
MSTRG.2969.4,0.347014925,2.47,0.552985075,1.151441615,-308.3,-308.3
MSTRG.2970.1,0.333333333,0.28,0.32183908,1.503484848,-49.7,-49.7
MSTRG.2971.1,0.315143247,0.69,0.141200546,1.128554803,-349.6,-349.6
MSTRG.2971.2,0.315049226,0.69,0.14556962,1.135154782,-348.9,-348.9
MSTRG.2972.1,0.25,0.35,0.430327869,3.268888889,-44.3,-44.3
MSTRG.2973.2,0.3434089,1.97,0.496221662,1.245264805,-277.4,-277.4
MSTRG.2973.3,0.328703704,0.78,0.270833333,1.453418194,-195.5,-195.5
MSTRG.2973.4,0.320090806,0.78,0.265607264,1.423953252,-194.1,-194.1
MSTRG.2973.5,0.319173364,0.78,0.268656716,1.392085243,-191.9,-191.9
MSTRG.2974.1,0.273691655,0.74,0.157001414,1.103621164,-269.2,-269.2
MSTRG.2975.9,0.39543058,1.03,0.543057996,1.452205882,-138.1,-138.1
MSTRG.2975.10,0.377314815,0.79,0.548611111,1.489583333,-98.3,-98.3
MSTRG.2975.11,0.37007874,0.39,0.230314961,1.443512187,-121.5,-121.5
MSTRG.2976.2,0.289285714,0.72,0.192857143,1.212886428,-231.28,-231.28
MSTRG.2977.1,0.41958042,0.15,0.078671329,1.262163544,-127,-127
MSTRG.2977.2,0.384493671,0.15,0.071202532,1.318732211,-111.1,-111.1
MSTRG.2976.3,0.30966325,0.72,0.158125915,1.093487887,-287,-287
MSTRG.2979.1,0.546938776,0,0,1.756818182,-47.6,-47.6
MSTRG.2978.2,0.35557038,1.03,0.206137425,1.201723036,-353.9,-353.9
MSTRG.2980.1,0.421891605,2.51,0.80021254,1.722328294,-237.8,-237.8
MSTRG.2981.1,0.381944444,0.33,0.114583333,1.441784936,-212,-212
MSTRG.2981.2,0.372,0.33,0.099,1.334634071,-248.3,-248.3
MSTRG.2984.2,0.381150959,1.96,0.490408674,1.134963768,-304.6,-304.6
MSTRG.2985.1,0.242990654,0.16,0.224299065,1.337797619,-24.8,-24.8
MSTRG.2986.1,0.349862259,0.46,0.190082645,1.340926866,-126.3,-126.3
MSTRG.2986.2,0.362953692,0.46,0.172715895,1.472031464,-142.8,-142.8
MSTRG.2987.1,0.348862405,0.9,0.292524377,1.62744663,-180.9,-180.9
MSTRG.2993.1,0.398268398,0.48,0.207792208,1.630897888,-159.6,-159.6
MSTRG.2994.1,0.326851159,1.12,0.251308901,1.461991478,-279.3,-279.3
MSTRG.2995.1,0.306603774,0.83,0.293632075,1.295941558,-176.1,-176.1
MSTRG.2996.1,0.33431085,2.22,0.651026393,1.364570578,-227.7,-227.7
MSTRG.2996.2,0.398004435,1.57,0.522172949,1.160419681,-230.3,-230.3
MSTRG.2997.1,0.491304348,0.6,0.782608696,1.422420635,-65.3,-65.3
MSTRG.2998.1,0.346443515,2.2,0.552301255,1.333864191,-295.3,-295.3
MSTRG.2999.1,0.385782748,1.37,0.32827476,1.380626293,-278.5,-278.5
MSTRG.3002.1,0.397333333,0.7,0.186666667,1.457319598,-257.9,-257.9
MSTRG.3006.1,0.341796875,0.35,0.205078125,1.106937728,-91.7,-91.7
MSTRG.3008.2,0.408472012,0.94,0.213313162,1.459208817,-331.2,-331.2
MSTRG.3010.1,0.383753501,0.37,0.31092437,1.519038866,-64.2,-64.2
MSTRG.3007.10,0.371449925,1.36,0.304932735,1.302895135,-323,-323
MSTRG.3007.11,0.36995039,1.04,0.221119773,1.242990196,-338.1,-338.1
MSTRG.3012.1,0.5,0,0,1.328444549,-34.5,-34.5
MSTRG.3013.1,0.339449541,1.18,0.405963303,1.938923603,-183.2,-183.2
MSTRG.3014.1,0.36328125,0.49,0.57421875,1.382638889,-47.4,-47.4
MSTRG.3015.1,0.317157712,1.06,0.551126516,1.688887052,-113.3,-113.3
MSTRG.3016.1,0.347692308,0.85,0.392307692,1.292301352,-142.9,-142.9
MSTRG.3018.2,0.410367171,0.93,0.301295896,1.27914999,-250.5,-250.5
MSTRG.3018.3,0.413513514,2.92,0.789189189,1.44481716,-306.1,-306.1
MSTRG.3019.1,0.40201005,0.3,0.226130653,1.376420233,-108.7,-108.7
MSTRG.3021.1,0.333333333,0.46,0.248648649,1.349047265,-108.1,-108.1
MSTRG.3022.1,0.307017544,0.63,0.236842105,1.374941088,-127,-127
MSTRG.3023.1,0.319672131,0.46,0.161592506,1.474704754,-170.8,-170.8
MSTRG.3026.1,0.380530973,0.71,0.942477876,1.598061661,-34.9,-34.9
MSTRG.3028.1,0.301861702,0.45,0.179521277,1.161322985,-143.6,-143.6
MSTRG.3033.1,0.305799649,0.54,0.284710018,1.28858912,-127.8,-127.8
MSTRG.3033.2,0.31211499,0.46,0.283367556,1.203044773,-119.3,-119.3
MSTRG.3034.1,0.274261603,0.64,0.270042194,1.078254357,-162.3,-162.3
MSTRG.3036.1,0.397887324,1.15,0.607394366,2.01332607,-123.6,-123.6
MSTRG.3036.2,0.394366197,1.02,0.538732394,1.524962462,-120,-120
MSTRG.3037.1,0.311053985,1.26,0.485861183,1.578013153,-133.7,-133.7
MSTRG.3037.2,0.314366999,1.22,0.520625889,1.592970848,-123.8,-123.8
MSTRG.3038.1,0.367598684,1.72,0.424342105,1.328578549,-301.44,-301.44
MSTRG.3038.3,0.36403832,1.72,0.380250553,1.356196198,-335.7,-335.7
MSTRG.3040.1,0.298876404,0.52,0.350561798,1.475324675,-86.2,-86.2
MSTRG.3040.2,0.301675978,0.34,0.284916201,1.59964565,-68.3,-68.3
MSTRG.3044.1,0.331496063,0.43,0.101574803,1.136358697,-276.6,-276.6
MSTRG.3044.2,0.340344168,0.43,0.12332696,1.172779264,-225.1,-225.1
MSTRG.3044.3,0.357068063,0.45,0.141361257,1.116862408,-212,-212
MSTRG.3048.2,0.424507659,0.41,0.269146608,1.310931811,-110.1,-110.1
MSTRG.3049.1,0.363218391,0.57,0.393103448,1.385754605,-98.1,-98.1
MSTRG.3049.2,0.341981132,0.69,0.488207547,1.52148037,-88.3,-88.3
MSTRG.3050.1,0.346516008,0.81,0.457627119,1.585589328,-118.1,-118.1
MSTRG.3053.4,0.31441048,0.94,0.24628821,1.204499933,-244.7,-244.7
MSTRG.3054.1,0.363636364,0.73,0.995454545,1.534130781,-46.6,-46.6
MSTRG.3058.1,0.291925466,0.42,0.391304348,1.302891392,-57.1,-57.1
MSTRG.3059.2,0.365384615,2.54,0.697802198,1.439167236,-254.2,-254.2
MSTRG.3059.5,0.425742574,1.4,0.51980198,1.456798889,-213.3,-213.3
MSTRG.3059.6,0.369747899,1.17,0.421368547,1.349740767,-204,-204
MSTRG.3060.1,0.421901528,2.08,0.529711375,1.307102011,-293.8,-293.8
MSTRG.3060.2,0.405582923,2.08,0.512315271,1.240183657,-316.5,-316.5
MSTRG.3060.3,0.39516129,0.56,0.677419355,1.530280483,-54.5,-54.5
MSTRG.3064.1,0.6,0.55,0.76744186,2.147170462,-52.5,-52.5
MSTRG.3064.2,0.607476636,0.55,0.771028037,2.054761905,-51.1,-51.1
MSTRG.3066.1,0.35309973,0.51,0.412398922,1.707681302,-64.9,-64.9
MSTRG.3067.1,0.360824742,0.69,0.266752577,1.212217064,-161.5,-161.5
MSTRG.3068.1,0.364705882,1.45,0.341176471,1.122640798,-303,-303
MSTRG.3068.2,0.367263844,1.45,0.354234528,1.134220839,-286.5,-286.5
MSTRG.3068.3,0.375,1.45,0.449380165,1.14547113,-238.7,-238.7
MSTRG.3068.4,0.366183575,1.45,0.420289855,1.202892876,-253.6,-253.6
MSTRG.3069.1,0.332159624,1.57,0.552816901,1.444710354,-176.3,-176.3
MSTRG.3073.1,0.348726115,0.32,0.152866242,1.31075611,-117.4,-117.4
MSTRG.3076.1,0.273417722,0.48,0.121518987,1.09889401,-186,-186
MSTRG.3077.1,0.354330709,0.61,0.720472441,1.889210526,-56.2,-56.2
MSTRG.3080.1,0.392070485,0.32,0.211453744,1.206944891,-90.4,-90.4
MSTRG.3080.3,0.359078591,1.62,0.329268293,1.153051251,-305.4,-305.4
MSTRG.3081.1,0.42,0.48,0.32,1.252875189,-86.3,-86.3
MSTRG.3082.1,0.338018742,4.36,0.875502008,1.658388026,-319.4,-319.4
MSTRG.3083.7,0.38247012,0.54,0.129083665,1.316728448,-282.3,-282.3
MSTRG.3083.8,0.366108787,1.83,0.382845188,1.266044569,-315.3,-315.3
MSTRG.3083.9,0.350446429,2.91,0.649553571,1.282515315,-293.8,-293.8
MSTRG.3083.11,0.357589984,1.88,0.441314554,1.320996852,-285.5,-285.5
MSTRG.3083.13,0.345652174,1.04,0.339130435,1.244993412,-202.2,-202.2
MSTRG.3083.14,0.364173228,0.33,0.19488189,1.264282176,-107.9,-107.9
MSTRG.3084.1,0.300420168,0.49,0.308823529,1.43342154,-81.3,-81.3
MSTRG.3084.2,0.351282051,0.76,0.584615385,1.618220644,-79.9,-79.9
MSTRG.3085.1,0.373504274,3.83,0.982051282,1.564205191,-279.8,-279.8
MSTRG.3086.1,0.39140625,0.75,0.17578125,1.10113377,-293.4,-293.4
MSTRG.3086.2,0.395915161,0.75,0.17674784,1.300855372,-297.2,-297.2
MSTRG.3086.3,0.402362205,0.75,0.177165354,1.140069931,-298.1,-298.1
MSTRG.3086.4,0.419161677,0.69,0.206586826,1.287757206,-241.9,-241.9
MSTRG.3087.1,0.36453202,0.28,0.413793103,1.567423066,-34.4,-34.4
MSTRG.3088.1,0.33220339,0.95,0.193220339,1.137413747,-320.3,-320.3
MSTRG.3088.2,0.347712418,1.1,0.431372549,1.383032508,-173.4,-173.4
MSTRG.3088.3,0.352587244,0.77,0.277978339,1.332400329,-196.8,-196.8
MSTRG.3089.1,0.393939394,0.28,0.318181818,1.601851852,-59.9,-59.9
MSTRG.3088.4,0.347381865,0.77,0.295019157,1.285878228,-173.8,-173.8
MSTRG.3093.1,0.377084844,2.36,0.513415518,1.564552071,-327.2,-327.2
MSTRG.3093.2,0.374269006,2.36,0.51754386,1.537338747,-320.2,-320.2
MSTRG.3093.3,0.373156342,2.36,0.522123894,1.6049687,-321.1,-321.1
MSTRG.3094.1,0.321327684,1.5,0.31779661,1.206916723,-306.4,-306.4
MSTRG.3094.2,0.340740741,0.77,0.190123457,1.215260655,-271.8,-271.8
MSTRG.3095.2,0.399236641,2.05,0.469465649,1.441023754,-334.8,-334.8
MSTRG.3095.3,0.383448276,2.85,0.589655172,1.549988668,-361.9,-361.9
MSTRG.3095.4,0.389818182,2.85,0.621818182,1.593321379,-343.4,-343.4
MSTRG.3099.1,0.32641196,2.46,0.612956811,1.514720688,-243.6,-243.6
MSTRG.3100.1,0.3089701,0.47,0.234219269,2.177109051,-135.6,-135.6
MSTRG.3101.1,0.399456522,0.39,0.105978261,1.151284141,-259.8,-259.8
MSTRG.3102.1,0.362716763,1.17,0.507225434,1.242127032,-150.7,-150.7
MSTRG.3103.1,0.336653386,1.66,0.992031873,1.775709126,-93.3,-93.3
MSTRG.3104.1,0.315904139,0.19,0.124183007,1.614325017,-70.74,-70.74
MSTRG.3105.1,0.400900901,0.59,0.398648649,1.567032041,-96.6,-96.6
MSTRG.3106.1,0.486754967,0.4,0.397350993,1.271279762,-66.8,-66.8
MSTRG.3110.1,0.339622642,3.01,0.681509434,1.635084461,-316.3,-316.3
MSTRG.3111.1,0.334078212,1.44,0.482681564,1.265902322,-161.2,-161.2
MSTRG.3111.2,0.336009174,0.72,0.247706422,1.203812701,-158.1,-158.1
MSTRG.3112.1,0.36003861,0.66,0.191119691,1.352739678,-265.5,-265.5
MSTRG.3112.2,0.348623853,0.57,0.196100917,1.37967709,-220.2,-220.2
MSTRG.3112.3,0.337325349,0.57,0.341317365,1.414099026,-114.3,-114.3
MSTRG.3113.2,0.35506135,1.99,0.457822086,1.254544333,-312.6,-312.6
MSTRG.3113.3,0.356395817,2.19,0.528559936,1.269256121,-301,-301
MSTRG.3114.1,0.366666667,0.09,0.128571429,1.510326087,-45.8,-45.8
MSTRG.3115.1,0.326446281,3.09,0.638429752,1.44625442,-323.3,-323.3
MSTRG.3116.1,0.325757576,0.96,0.272727273,1.222072072,-204,-204
MSTRG.3122.4,0.363030808,2.05,0.512073272,1.257241351,-286.8,-286.8
MSTRG.3122.7,0.35908142,2.05,0.427974948,1.265196221,-349.1,-349.1
MSTRG.3123.1,0.345505618,0.48,0.202247191,1.202205985,-164.4,-164.4
MSTRG.3125.1,0.287550201,0.58,0.139759036,1.103970794,-238.4,-238.4
MSTRG.3126.1,0.268085106,0.44,0.093617021,1.136165705,-255.6,-255.6
MSTRG.3126.3,0.307422969,0.69,0.144957983,1.194698384,-286.8,-286.8
